ID,Đề mục lớn,User Story,Đề mục nhỏ,Loại Task,Quyền hạn,Ưu tiên,Trạng thái
EP04,Liên kết Ví - Định danh,US15: Yêu cầu khôi phục liên kết ví khi mất Private Key,"T15.3: Thiết kế giao diện (UI/UX) màn hình ""Yêu cầu khôi phục ví"" bao gồm luồng xác thực VNeID và nhập địa chỉ ví mới.",FE,ND,3,Chưa bắt đầu
EP04,Liên kết Ví - Định danh,US15: Yêu cầu khôi phục liên kết ví khi mất Private Key,"T15.4: Phát triển API tiếp nhận yêu cầu thay đổi ví và lưu trữ trạng thái hồ sơ ""Chờ khôi phục"" vào Database nội bộ.",BE,AD,1,Chưa bắt đầu
EP04,Liên kết Ví - Định danh,US15: Yêu cầu khôi phục liên kết ví khi mất Private Key,T15.5: Xây dựng module quản lý yêu cầu khôi phục trên Dashboard dành cho Lãnh đạo để xem xét và ký duyệt bằng Multi-sig.,FE,LĐ,2,Chưa bắt đầu
EP04,Liên kết Ví - Định danh,US15: Yêu cầu khôi phục liên kết ví khi mất Private Key,T15.6: Lập trình logic hậu kiểm: Đảm bảo địa chỉ ví mới chưa từng liên kết với bất kỳ mã định danh (ID) nào khác trên hệ thống.,BE/Logic,AD,2,Chưa bắt đầu
EP04,Liên kết Ví - Định danh,US15: Yêu cầu khôi phục liên kết ví khi mất Private Key,T15.7: Thiết lập cơ chế ghi nhật ký (Audit Log) chi tiết về lý do và danh tính người phê duyệt việc ghi đè ví để phục vụ thanh tra.,BE/DB,AD,5,Chưa bắt đầu
EP04,Liên kết Ví - Định danh,US15: Yêu cầu khôi phục liên kết ví khi mất Private Key,T15.8: Viết Unit Test cho hàm Override trong Smart Contract: Đảm bảo ví cũ mất quyền kiểm soát NFT tài sản sau khi cập nhật.,Testing,AD,3,Chưa bắt đầu
EP04,Liên kết Ví - Định danh,US15: Yêu cầu khôi phục liên kết ví khi mất Private Key,T15.9: Kiểm thử tích hợp (Integration Test) luồng: Xác thực VNeID -> Tạo yêu cầu -> Lãnh đạo duyệt -> Cập nhật ví thành công.,Testing,"ND, LĐ",3,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),"T12.1: Lập trình logic Smart Contract (Rules) để kiểm tra trạng thái thửa đất: Tranh chấp, Thế chấp, Quy hoạch.",BC,"ND, CB",1,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),"T12.1: Lập trình logic Smart Contract (Rules) để kiểm tra trạng thái thửa đất: Tranh chấp, Thế chấp, Quy hoạch.",BC,"ND, CB",1,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.10: Phát triển chức năng xuất báo cáo kết quả rà soát (PDF) có gắn mã băm xác thực của hệ thống.,BE/FE,"ND, CB",2,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.10: Phát triển chức năng xuất báo cáo kết quả rà soát (PDF) có gắn mã băm xác thực của hệ thống.,BE/FE,"ND, CB",2,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.2: Phát triển API Backend kết nối với cơ sở dữ liệu quy hoạch đô thị để đồng bộ trạng thái đất.,BE,AD,1,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.2: Phát triển API Backend kết nối với cơ sở dữ liệu quy hoạch đô thị để đồng bộ trạng thái đất.,BE,AD,1,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),"T12.3: Thiết kế UI hệ thống cảnh báo: Hiển thị trạng thái ""An toàn"" (Xanh) hoặc ""Nguy hiểm"" (Đỏ) dựa trên dữ liệu rà soát.",FE,ND,2,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),"T12.3: Thiết kế UI hệ thống cảnh báo: Hiển thị trạng thái ""An toàn"" (Xanh) hoặc ""Nguy hiểm"" (Đỏ) dựa trên dữ liệu rà soát.",FE,ND,3,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.4: Xây dựng module tích hợp dữ liệu ngăn chặn giao dịch từ phía Ngân hàng (đối với tài sản đang thế chấp).,BE/Logic,CB,1,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.4: Xây dựng module tích hợp dữ liệu ngăn chặn giao dịch từ phía Ngân hàng (đối với tài sản đang thế chấp).,BE/Logic,CB,1,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),"T12.5: Lập trình logic ràng buộc: Tự động vô hiệu hóa nút ""Tạo hợp đồng"" nếu kết quả Pre-check là ""Không an toàn"".",FE/Logic,ND,1,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),"T12.5: Lập trình logic ràng buộc: Tự động vô hiệu hóa nút ""Tạo hợp đồng"" nếu kết quả Pre-check là ""Không an toàn"".",FE/Logic,ND,2,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.6: Phát triển API truy xuất lịch sử kiểm tra (Audit log) để phục vụ công tác thanh tra khi có khiếu nại.,BE,AD,2,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.6: Phát triển API truy xuất lịch sử kiểm tra (Audit log) để phục vụ công tác thanh tra khi có khiếu nại.,BE,AD,2,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.7: Tối ưu hóa hiệu năng truy vấn: Đảm bảo thời gian phản hồi kết quả rà soát dưới 3 giây.,BE/Performance,AD,2,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.7: Tối ưu hóa hiệu năng truy vấn: Đảm bảo thời gian phản hồi kết quả rà soát dưới 3 giây.,BE/Performance,AD,2,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.8: Xây dựng nội dung Tooltips giải thích chi tiết các mã lỗi quy hoạch cho người dân dễ hiểu.,FE,ND,4,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.8: Xây dựng nội dung Tooltips giải thích chi tiết các mã lỗi quy hoạch cho người dân dễ hiểu.,FE,ND,4,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.9: Thực hiện kiểm thử tích hợp (Integration Test) luồng rà soát giữa Blockchain và dữ liệu Map API .,Testing,AD,3,Chưa bắt đầu
EP05,Công cụ Pre-check,US06: Chạy công cụ rà soát tự động (Pre-check),T12.9: Thực hiện kiểm thử tích hợp (Integration Test) luồng rà soát giữa Blockchain và dữ liệu Map API .,Testing,AD,3,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.1: Định nghĩa cấu trúc Smart Contract theo chuẩn ERC-721 hoặc ERC-1155 cho sổ đỏ điện tử.,BC,AD,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.10: Phát triển chức năng thông báo (Push Notification) cho Người dân khi sổ đỏ NFT đã được cấp phát thành công.,BE,ND,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,"T06.2: Viết hàm mintNFT tích hợp Metadata bao gồm mã CID từ IPFS, diện tích và tọa độ GPS.",BC,AD,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.3: Phát triển API Backend để kích hoạt lệnh Mint ngay sau khi nhận đủ chữ ký phê duyệt từ Lãnh đạo .,BE,"AD, LĐ",1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.4: Xây dựng module xử lý Metadata động để cập nhật thông tin thửa đất vào Token URI.,BE,AD,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.5: Phát triển giao diện (UI) cho phép Chủ sở hữu xem danh sách NFT tài sản trong ví cá nhân.,FE,ND,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.6: Thiết lập cơ chế ước tính phí Gas (Gas Estimation) trước khi thực hiện giao dịch Mint tài sản lên chuỗi.,BC/FE,AD,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.7: Xây dựng Event Listener để lắng nghe sự kiện Mint thành công và cập nhật trạng thái hồ sơ vào Database.,BE,AD,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.8: Thực hiện kiểm toán bảo mật (Audit) mã nguồn Smart Contract để tránh các lỗ hổng tràn bộ nhớ hoặc chiếm quyền.,Security,AD,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US05: Thực hiện lệnh Mint NFT cho thửa đất,T06.9: Viết Unit Test cho quy trình Mint: Đảm bảo Metadata không bị sai lệch so với dữ liệu IPFS .,Testing,AD,3,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,T20.1: Nghiên cứu kỹ thuật truy vấn danh sách Token ID (ERC-721/1155) từ địa chỉ ví người dùng qua Provider Web3.,BE/Research,ND,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,"T20.2: Thiết kế giao diện (UI/UX) màn hình ""Tài sản của tôi"" hiển thị dạng thẻ (Cards) trực quan.",FE,ND,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,"T20.3: Phát triển API Backend để truy xuất thông tin chi tiết (Diện tích, Tọa độ) từ Database dựa trên danh sách NFT hiện có trong ví.",BE,ND,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,"T20.4: Lập trình logic phân loại trạng thái pháp lý của tài sản: Bình thường, Đang giao dịch, Đang thế chấp.",BE/Logic,ND,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,T20.5: Tích hợp hiển thị Badge (Nhãn) màu sắc tương ứng với từng trạng thái tài sản trên giao diện người dùng.,FE/Logic,ND,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,T20.6: Xây dựng module kết nối IPFS Gateway để hiển thị ảnh bản scan sổ đỏ thu nhỏ (Thumbnail) trong danh sách.,BE/Infra,ND,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,T20.7: Phát triển bộ lọc (Filter) tài sản theo vị trí (Quận/Huyện) và diện tích ngay trên trang danh sách.,FE,ND,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,T20.8: Thiết lập cơ chế kiểm tra quyền sở hữu (Ownership Verification) qua chữ ký ví để đảm bảo bảo mật dữ liệu cá nhân.,BE/Security,ND,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,T20.9: Viết Unit Test cho logic lọc tài sản: Đảm bảo danh sách hiển thị đúng và đủ số lượng NFT hiện có trong ví.,Testing,AD,3,Chưa bắt đầu
EP06,Mint NFT Tài sản,US20: Xem danh sách các bất động sản mình đang sở hữu,T20.10: Kiểm thử E2E luồng: Kết nối ví -> Tải dữ liệu từ Blockchain -> Hiển thị danh sách bất động sản đầy đủ thông tin.,Testing,ND,3,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.1: Nghiên cứu cấu trúc phôi bằng văn bản điện tử và mẫu chứng nhận quyền sở hữu tài sản theo quy chuẩn hành chính nhà nước.,Research,ND,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,"T25.2: Thiết kế giao diện (UI) nút ""Trích xuất bản sao"" tại màn hình chi tiết bất động sản của Người dân.",FE,ND,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.3: Tích hợp thư viện khởi tạo file PDF (như PDFKit hoặc Puppeteer) hỗ trợ định dạng tiếng Việt và chèn ảnh nền mờ (Watermark).,BE/FE,AD,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.4: Phát triển API Backend truy xuất dữ liệu Metadata của NFT từ Blockchain và thông tin định danh chủ sở hữu từ Database.,BE,ND,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.5: Xây dựng module tự động sinh mã QR chứa đường dẫn URL trỏ thẳng đến bản ghi gốc và mã giao dịch (TxHash) trên Blockchain.,BE/Logic,AD,1,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.6: Lập trình logic trích xuất và hiển thị thông tin Chữ ký số của Lãnh đạo đã phê duyệt hồ sơ từ lịch sử giao dịch Multi-sig.,BE/BC,ND,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.7: Phát triển chức năng lưu trữ lịch sử các lần trích xuất bản sao vào nhật ký hệ thống để phục vụ công tác giám sát.,BE/DB,AD,2,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.8: Thiết kế thành phần hiển thị xem trước (Preview) bản sao điện tử trên giao diện trước khi người dùng thực hiện tải về.,FE,ND,3,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.9: Viết kịch bản kiểm thử (Test Case) đảm bảo file PDF xuất ra không bị lỗi định dạng tọa độ GPS và thông tin ranh giới thửa đất.,Testing,AD,3,Chưa bắt đầu
EP06,Mint NFT Tài sản,US25: Yêu cầu trích xuất bản sao điện tử có chữ ký số,T25.10: Kiểm thử tích hợp (Integration Test) luồng: Yêu cầu trích xuất -> Sinh PDF -> Quét QR trên PDF -> Xác thực đúng dữ liệu trên chuỗi khối.,Testing,ND,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.1: Nghiên cứu và định nghĩa các bộ quy tắc kiểm tra (Validation Rules) cho thông tin đất đai .,BE/Research,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.10: Thực hiện UAT (User Acceptance Testing) với đội ngũ cán bộ để tối ưu hóa quy trình nhập liệu .,Testing,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.2: Phát triển giao diện UI đối soát: Hiển thị song song bản scan hồ sơ và các trường nhập liệu số .,FE,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.3: Xây dựng API Backend hỗ trợ cập nhật và chỉnh sửa thông tin hồ sơ trong giai đoạn thô .,BE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.4: Lập trình thuật toán rà soát dữ liệu tự động (Pre-validation) để phát hiện các trường thông tin trống hoặc sai định dạng.,BE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.5: Phát triển hệ thống Logging chi tiết: Ghi lại danh tính cán bộ thực hiện đối soát và thời gian chỉnh sửa .,BE,AD,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),"T07.6: Xây dựng logic ""Đóng băng"" dữ liệu (Data Freeze) sau khi cán bộ xác nhận hồ sơ đã được làm sạch.",BE/Logic,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.7: Phát triển Dashboard báo cáo tiến độ làm sạch dữ liệu của từng tòa/khu vực thí điểm .,FE/BE,"LĐ, AD",2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.8: Thiết kế UI hiển thị cảnh báo đỏ đối với các hồ sơ có dữ liệu mâu thuẫn giữa bản giấy và bản số.,FE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US04: Thực hiện quy trình Làm sạch dữ liệu (Data Cleansing),T07.9: Viết kịch bản kiểm thử (Test Cases) cho các trường hợp dữ liệu bị sai lệch hoặc thiếu thông tin .,Testing,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,"T32.1: Thiết kế UI ô tìm kiếm trên Dashboard của Cán bộ, hỗ trợ nhập chuỗi số CCCD/ID VNeID.",FE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,T32.10: Kiểm thử hiệu năng (Load Testing) cho API tìm kiếm với lượng dữ liệu lớn trong Database.,Testing,AD,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,T32.2: Xây dựng chức năng debounce cho ô tìm kiếm Frontend để giảm thiểu số lượng request gọi lên server.,FE/Performance,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,T32.3: Cập nhật Database để đánh chỉ mục (Index) cho cột CCCD/ID nhằm tăng tốc độ truy vấn hồ sơ.,BE/DB,AD,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,T32.4: Phát triển API Backend tìm kiếm tất cả các hồ sơ liên quan đến một ID định danh cụ thể.,BE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,"T32.5: Lập trình logic Backend phân loại kết quả tìm kiếm thành hai nhóm: ""Đã xong"" và ""Đang xử lý"".",BE/Logic,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,T32.6: Xây dựng UI hiển thị danh sách kết quả tìm kiếm với các thông tin tóm tắt của hồ sơ.,FE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,"T32.7: Phát triển chức năng hiển thị thông báo ""Không tìm thấy kết quả"" khi ID VNeID không tồn tại.",FE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,T32.8: Tích hợp cơ chế phân trang (Pagination) cho danh sách kết quả tìm kiếm nếu số lượng hồ sơ lớn.,BE/FE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US32: Tìm kiếm hồ sơ theo mã số định danh VNeID,"T32.9: Viết kịch bản kiểm thử cho các trường hợp: Nhập sai định dạng CCCD, nhập mã chứa ký tự đặc biệt.",Testing,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,T36.1: Thiết kế UI bộ lọc (Filter) và công cụ sắp xếp (Sort) trên Dashboard quản lý hồ sơ của Cán bộ.,FE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,"T36.10: Kiểm thử UI/UX luồng lọc hồ sơ, đảm bảo thao tác thuận tiện giúp cán bộ giải quyết công việc tồn đọng nhanh chóng.",Testing,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,"T36.2: Phát triển API Backend hỗ trợ các tham số truy vấn (Query params) theo trạng thái (Mới, Đang chờ, Quá hạn).",BE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,T36.3: Xây dựng API Backend hỗ trợ sắp xếp danh sách hồ sơ theo cột mốc thời gian nộp (Mới nhất/Cũ nhất).,BE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,"T36.4: Lập trình logic phân loại ""Độ ưu tiên"" linh động dựa trên thời gian tồn đọng gần chạm ngưỡng quá hạn.",BE/Logic,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,T36.5: Xây dựng UI hiển thị các biểu tượng (Icon/Badge) thể hiện rõ ràng trạng thái và mức độ ưu tiên của từng hồ sơ.,FE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,"T36.6: Tích hợp khả năng kết hợp nhiều tiêu chí lọc cùng lúc (Ví dụ: Trạng thái ""Đang chờ"" VÀ sắp xếp ""Cũ nhất"").",BE/FE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,T36.7: Tối ưu hóa câu lệnh truy vấn DB để đảm bảo bộ lọc hoạt động mượt mà với hàng ngàn bản ghi.,BE/Performance,AD,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,T36.8: Phát triển cơ chế lưu trạng thái bộ lọc vào Local Storage để giữ nguyên thiết lập khi Cán bộ F5 tải lại trang.,FE,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US36: Lọc danh sách hồ sơ theo độ ưu tiên hoặc ngày nộp,T36.9: Viết Unit Test cho API lọc: Kiểm tra độ chính xác của kết quả khi kết hợp nhiều tham số truy vấn phức tạp.,Testing,CB,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng","T42.1: Cập nhật Schema Database (Trạng thái Hồ sơ) bổ sung thêm trạng thái ""Yêu cầu bổ sung"" (Need Amendment).",BE/DB,AD,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng","T42.2: Thiết kế UI chức năng ""Yêu cầu bổ sung"" trên Dashboard Cán bộ gồm nút bấm và Form nhập lý do chi tiết/chỉ định tài liệu thiếu.",FE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng","T42.3: Phát triển API Backend tiếp nhận yêu cầu bổ sung hồ sơ từ cán bộ, chuyển đổi trạng thái và lưu trữ lý do vào DB.",BE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng",T42.4: Lập trình luồng xử lý (Workflow Logic): Khóa và giữ nguyên các trường dữ liệu/file đã đối soát hợp lệ (Partial Approval).,BE/Logic,AD,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng","T42.5: Thiết kế giao diện phía Người dân (Citizen UI) hiển thị trạng thái hồ sơ ""Cần bổ sung"" kèm highlight (bôi đỏ) các trường/tài liệu bị sai.",FE,ND,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng",T42.6: Phát triển UI/UX cho người dân upload/chỉnh sửa bổ sung đúng vào những vị trí được yêu cầu mà không phải tạo mới toàn bộ hồ sơ.,FE,ND,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng","T42.7: Xây dựng API tiếp nhận dữ liệu bổ sung từ người dân và tự động chuyển trạng thái hồ sơ quay lại bước ""Chờ đối soát"".",BE,ND,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng","T42.8: Tích hợp hệ thống Email/SMS gửi thông báo tự động đến người dân ngay khi cán bộ hoàn tất nhấn ""Yêu cầu bổ sung"".",BE/Integration,ND,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng","T42.9: Viết Unit Test cho API yêu cầu bổ sung, đảm bảo hồ sơ không bị mất hoặc ghi đè dữ liệu cũ đã được đối soát đúng.",Testing,AD,3,Chưa bắt đầu
EP07,Data Cleansing Workflow,"US42: Gửi yêu cầu ""Bổ sung hồ sơ"" thay vì từ chối thẳng",T42.10: Thực hiện E2E Test: Cán bộ yêu cầu bổ sung -> Người dân nhận thông báo -> Người dân upload file mới -> Cán bộ nhận lại hồ sơ.,Testing,"CB, ND",3,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,T47.1: Nghiên cứu cấu trúc và thu thập mẫu file biên bản đối soát dữ liệu chuẩn theo quy định hành chính của nhà nước.,Research,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,"T47.2: Thiết kế UI hiển thị nút ""In biên bản"" tại màn hình chi tiết của hồ sơ đã qua vòng đối soát.",FE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,T47.3: Tích hợp thư viện khởi tạo file PDF (như PDFKit hoặc html2pdf) vào hệ thống Backend/Frontend.,BE/FE,AD,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,T47.4: Phát triển Template HTML tĩnh định dạng chuẩn khổ A4 để làm khung xương cho biên bản.,FE,CB,1,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,"T47.5: Lập trình logic mapping động các dữ liệu (Họ tên, Diện tích, Tọa độ) từ Database vào template HTML đã dựng.",BE/FE,CB,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,T47.6: Xây dựng module tự động sinh mã QR chứa đường dẫn URL trỏ thẳng đến bản ghi gốc trên hệ thống Blockchain.,BE,AD,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,T47.7: Lập trình logic tự động chèn/nhúng hình ảnh mã QR vừa tạo vào phần footer của trang PDF biên bản.,BE/Logic,AD,2,Chưa bắt đầu
EP07,Data Cleansing Workflow,US47: In biên bản đối soát dữ liệu ra giấy,T47.8: Phát triển API trả về luồng dữ liệu (Stream) file PDF để trình duyệt bật khung in ấn (Print Dialog) ngay lập tức.,BE,CB,2,Chưa bắt đầu
